,AuthenticationPackageName,Channel,Computer,EVTX_FileName,EVTX_Tactic,EventID,EventRecordID,Guid,IpAddress,IpPort,KeyLength,Keywords,Level,LmPackageName,LogonGuid,LogonProcessName,LogonType,ProviderName,Opcode,ProcessID,ProcessId,ProcessName,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,SystemTime,TargetDomainName,TargetLogonId,TargetUserName,TargetUserSid,Task,ThreadID,TransmittedServices,UserID,Version,WorkstationName,{Event_NS}EventXML,{Event_NS}Param1,{Event_NS}Param2,{Event_NS}Param3,{Event_NS}listenerName,Application,CommandLine,DestAddress,DestPort,Direction,FilterRTID,LayerName,LayerRTID,NewProcessId,NewProcessName,PrivilegeList,Protocol,RemoteMachineID,RemoteUserID,SourceAddress,SourcePort,TargetInfo,TargetLogonGuid,TargetServerName,TokenElevationType,{http://manifests.microsoft.com/win/2004/08/windows/eventlog}LogFileCleared,{http://manifests.microsoft.com/win/2004/08/windows/eventlog}SubjectDomainName,{http://manifests.microsoft.com/win/2004/08/windows/eventlog}SubjectLogonId,{http://manifests.microsoft.com/win/2004/08/windows/eventlog}SubjectUserName,{http://manifests.microsoft.com/win/2004/08/windows/eventlog}SubjectUserSid,Company,CurrentDirectory,Description,DestinationHostname,DestinationIp,DestinationIsIpv6,DestinationPort,DestinationPortName,FileVersion,Hashes,Image,ImageLoaded,Initiated,IntegrityLevel,LogonId,ParentCommandLine,ParentImage,ParentProcessGuid,ParentProcessId,ProcessGuid,Product,RuleName,Signature,SignatureStatus,Signed,SourceHostname,SourceIp,SourceIsIpv6,SourcePortName,TerminalSessionId,User,UtcTime,Status,Workstation,AccessList,AccessMask,AccountExpires,AdditionalInfo,AdditionalInfo2,AllowedToDelegateTo,AppCorrelationID,AttributeLDAPDisplayName,AttributeSyntaxOID,AttributeValue,AuditPolicyChanges,CategoryId,ComputerAccountChange,DSName,DSType,DisplayName,DnsHostName,Dummy,HandleId,HomeDirectory,HomePath,LogonHours,NewUacValue,ObjectClass,ObjectDN,ObjectGUID,ObjectName,ObjectServer,ObjectType,OldUacValue,OpCorrelationID,OperationType,PasswordLastSet,PrimaryGroupId,ProfilePath,Properties,SamAccountName,ScriptPath,ServicePrincipalNames,SidHistory,SubcategoryGuid,SubcategoryId,TargetSid,TaskContentNew,TaskName,UserAccountControl,UserParameters,UserPrincipalName,UserWorkstations,CallTrace,Configuration,ConfigurationFileHash,CreationUtcTime,EventType,GrantedAccess,SchemaVersion,SourceImage,SourceProcessGUID,SourceProcessId,SourceThreadId,State,TargetFilename,TargetImage,TargetObject,TargetProcessGUID,TargetProcessId,ElevatedToken,FailureReason,ImpersonationLevel,RestrictedAdminMode,SubStatus,TargetLinkedLogonId,TargetOutboundDomainName,TargetOutboundUserName,VirtualAccount,AccessReason,ResourceAttributes,RestrictedSidCount,TransactionId,NewThreadId,SourceProcessGuid,StartAddress,StartFunction,StartModule,TargetProcessGuid,RelativeTargetName,ShareLocalPath,ShareName,Binary,CertIssuerName,CertSerialNumber,CertThumbprint,PreAuthType,ServiceName,ServiceSid,TicketEncryptionType,TicketOptions,EVENT_PROCESSTERMINATION_CROSSPROCESS,EventSourceName,param1,param2,param3,param4,MessageNumber,MessageTotal,Path,ScriptBlockId,ScriptBlockText,NewState,OriginalFileName,ResourceManager,PackageName,Details,PipeName,{http://manifests.microsoft.com/win/2004/08/windows/eventlog}BackupPath,{http://manifests.microsoft.com/win/2004/08/windows/eventlog}Channel,AdvancedOptions,ConfigAccessPolicy,DisableIntegrityChecks,FlightSigning,HypervisorDebug,HypervisorLaunchType,HypervisorLoadOptions,KernelDebug,LoadOptions,RemoteEventLogging,TestSigning,VsmLaunchType,PreviousCreationUtcTime,CallerProcessId,CallerProcessName,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}ExePath,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}ResolverFiredEvent,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}ResolverName,TaskContent,AdditionalInfoHr,Id,PeerContextInfo,bandwidthLimit,bytesTotal,bytesTransferred,bytesTransferredFromPeer,fileCount,fileLength,fileTime,hr,ignoreBandwidthLimitsOnLan,isRoaming,jobId,jobName,jobOwner,jobTitle,name,peer,peerProtocolFlags,processId,processPath,proxy,transferId,url,ClientIP,ConnType,ConnectionName,FirstGraphicsReceived,GfxChannelOpened,MonitorHeight,MonitorNum,MonitorWidth,MonitorX,MonitorY,PromptForCredentials,PromptForCredentialsDone,ServerName,TimezoneBiasHour,param10,param11,param5,param6,param7,param8,param9,AccountName,ImagePath,ServiceType,StartType,ErrorCode,EventPayload,authenticationMechanism,username,MemberName,MemberSid,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}CompatibilityFixEvent,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}FixID,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}FixName,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}Flags,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}ProcessId,{http://www.microsoft.com/Windows/Diagnosis/PCA/events}StartTime,Catalog,Category,GUID,Installer,LSPName,string,string2,string3,Consumer,Destination,EventNamespace,Filter,Operation,Query,Type,SidList,SourceSid,SourceUserName,Service,Hash,Archived,IsExecutable,QueryName,QueryResults,QueryStatus,DisabledPrivilegeList,EnabledPrivilegeList
0,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5278,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d4,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:14:52.409735,NT AUTHORITY,0x00000000000003e7,SYSTEM,S-1-5-18,12544,1716,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5281,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},-,0,Microsoft-Windows-Security-Auditing,0,480,0x00000004,,-,0x0000000000000000,-,S-1-0-0,2019-02-13 15:15:04.175283,NT AUTHORITY,0x00000000000003e7,SYSTEM,S-1-5-18,12544,484,-,,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5283,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:04.635946,NT AUTHORITY,0x00000000000003e7,SYSTEM,S-1-5-18,12544,516,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5285,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:04.911343,NT AUTHORITY,0x00000000000003e4,NETWORK SERVICE,S-1-5-20,12544,516,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5287,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:05.065565,NT AUTHORITY,0x00000000000003e5,LOCAL SERVICE,S-1-5-19,12544,516,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5289,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:05.660418,NT AUTHORITY,0x00000000000003e7,SYSTEM,S-1-5-18,12544,516,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5291,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:05.924797,NT AUTHORITY,0x00000000000003e7,SYSTEM,S-1-5-18,12544,516,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5293,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:07.422945,NT AUTHORITY,0x00000000000003e7,SYSTEM,S-1-5-18,12544,516,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5296,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:08.216084,NT AUTHORITY,0x00000000000003e7,SYSTEM,S-1-5-18,12544,516,-,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Negotiate,Security,PC02.example.corp,DE_RDP_Tunneling_4624.evtx,Command and Control,4624,5299,{54849625-5478-4994-a5ba-3e3b0328c30d},-,-,0,0x8020000000000000,0,-,{00000000-0000-0000-0000-000000000000},Advapi  ,5,Microsoft-Windows-Security-Auditing,0,480,0x000001d0,C:\Windows\System32\services.exe,EXAMPLE,0x00000000000003e7,PC02$,S-1-5-18,2019-02-13 15:15:08.689762,PC02,0x000000000000e509,sshd_server,S-1-5-21-3583694148-1414552638-2922671848-1002,12544,516,-,,0,PC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
